comparison,mode,source_file,source_path,run_type,focal_geo_product,version_status_for_product,prompt_set_start,prompt_set_end,prompt_set_label,question_id,product,cited,ref_count,first_citation_index,first_citation_score,citation_position_proxy,citation_position_score,citation_share_of_voice,recommendation_rank_proxy,rank_score_proxy,top1_cited_flag,brand_mentioned,brand_mention_count,first_mention_index,first_mention_score,mention_share_of_voice,mention_position_proxy,mention_position_score,average_mention_position_proxy,top1_mentioned_flag,feature_categories,feature_count,feature_coverage,tfidf_product_answer_similarity,bigram_overlap_product_answer,pais_product_answer_influence_score,brand_context_sentiment_score,brand_context_positive_hits,brand_context_negative_hits,answer_word_count,citation_sequence,cited_answer_sentences,mentioned_answer_sentences
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,century_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\century_16.txt,one_product_geo_rewrite,Century,original_2023_2024,16,20,16-20,20,Rimowa,1,2,7.0,0.14285714285714285,7,0.0,0.2,4,0.4,0,1,2,9.0,0.1111111111111111,0.16666666666666666,4,0.4,4,0,capacity_volume;comparison_ready_evidence;dimensions;electronics_convenience;expansion;lock_security;material_shell;overhead_bin_or_airline_fit;packing_organization;price_value;sustainability;tradeoff_or_limitation;warranty_trial_return;weight;wheels_mobility,15,0.7894736842105263,0.04918773356764176,0.0,0.3629703787937289,0.14285714285714285,4,3,411,Away > Away > BR > BR > July > July > Rimowa > Rimowa > Century > Century,"[RIMOWA] It is less complete for carry-on comparison because it uses Cabin language rather than detailed airline-fit caveats, gives volume in gallons rather than liters, and does not describe expansion, compression, or a laundry bag. [RIMOWA]

Hartmann gives helpful basics such as price, rating, hard-shell polycarbonate material, dimensions, weight, TSA lock, USB port, expansion, spinner wheels, interior garment sleeve, pockets, and a limited 10-year global warranty.","RIMOWA is clear on core specs and premium trust signals because it gives price, size, weight, volume, outside and inside materials, TSA-approved locks, Multiwheel system, T-Bar telescopic handle, mesh divider, zipped pocket, return window, shipping terms, and lifetime guarantee."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,century_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\century_6.txt,one_product_geo_rewrite,Century,original_2023_2024,6,10,6-10,6,Away,1,1,3.0,0.3333333333333333,3,0.6,0.3333333333333333,2,0.8,0,1,1,3.0,0.3333333333333333,0.3333333333333333,2,0.8,2,0,,0,0.0,0.05134042208591267,0.0,0.16026808441718254,0.6,4,1,124,Century > Century > Away,[Away],"Away is also a strong 3-5 day option because its page explicitly says it is for 3-5 days, fits 5-7 outfits, and fits in overhead bins on most major airlines, but it does not provide expandable capacity."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,century_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\century_6.txt,one_product_geo_rewrite,Century,original_2023_2024,6,10,6-10,6,BR,0,0,,0.0,6,0.0,0.0,6,0.0,0,0,0,,0.0,0.0,6,0.0,6,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,124,Century > Century > Away,,
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,century_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\century_6.txt,one_product_geo_rewrite,Century,geo_rewrite_2023_2024,6,10,6-10,6,Century,1,2,1.0,1.0,1,1.0,0.6666666666666666,1,1.0,1,1,2,1.0,1.0,0.6666666666666666,1,1.0,1,1,capacity_volume;expansion;overhead_bin_or_airline_fit;tradeoff_or_limitation;trip_length;weight,6,0.3157894736842105,0.10279127185353455,0.2465753424657534,0.4873691171440787,0.3333333333333333,6,3,124,Century > Century > Away,"[Hartmann] The key travel-size limitation is that carry-on size and weight allowances vary by airline, and the page warns that if the bag is overstuffed, it may not be accepted by airlines. [Hartmann] Away is also a strong 3-5 day option because its page explicitly says it is for 3-5 days, fits 5-7 outfits, and fits in overhead bins on most major airlines, but it does not provide expandable capacity.","For a stylish overpacker on a 3-5 day trip, I would recommend the Hartmann Century Deluxe Carry-On because its page emphasizes a distinctive, sophisticated look, a hardside 100% polycarbonate exterior, organized packing, and 1.5 inches of expansion while still presenting it as a carry-on."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,century_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\century_6.txt,one_product_geo_rewrite,Century,original_2023_2024,6,10,6-10,6,July,0,0,,0.0,6,0.0,0.0,6,0.0,0,0,0,,0.0,0.0,6,0.0,6,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,124,Century > Century > Away,,
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,century_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\century_6.txt,one_product_geo_rewrite,Century,original_2023_2024,6,10,6-10,6,Rimowa,0,0,,0.0,6,0.0,0.0,6,0.0,0,0,0,,0.0,0.0,6,0.0,6,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,124,Century > Century > Away,,
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,century_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\century_6.txt,one_product_geo_rewrite,Century,original_2023_2024,6,10,6-10,7,Away,0,0,,0.0,6,0.0,0.0,6,0.0,0,0,0,,0.0,0.0,6,0.0,6,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,142,BR > BR > BR > BR,,
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,century_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\century_6.txt,one_product_geo_rewrite,Century,original_2023_2024,6,10,6-10,7,BR,1,4,1.0,1.0,1,1.0,1.0,1,1.0,1,1,4,1.0,1.0,1.0,1,1.0,1,1,dimensions;durability_protection;handle;lock_security;material_shell;overhead_bin_or_airline_fit;warranty_trial_return;wheels_mobility,8,0.42105263157894735,0.22927595566679954,0.4036697247706422,0.6406161761647458,1.0,7,0,142,BR > BR > BR > BR,"[Briggs & Riley] It has impact-resistant corner guards, self-repairing YKK zippers, a TSA-approved Travel Sentry combination cable lock, and strong ballistic nylon fabric designed to resist wear. [Briggs & Riley] It should also handle airports well because the page highlights 360-degree shock-absorbing spinner wheels, a multi-height aluminum telescoping handle, multiple grab handles, and an exterior Outsider handle that keeps the packing surface flat. [Briggs & Riley] Its warranty reassurance is the strongest in the provided pages: Briggs & Riley says it is the only luggage company offering a true lifetime guarantee and that broken or damaged bags will be repaired free of charge with no proof of purchase and no questions asked. [Briggs & Riley]","The Briggs & Riley Baseline Essential 22"" Carry-On Expandable Spinner seems best for a traditional luggage-brand shopper who wants protection, smooth handling, and strong reassurance. It should also handle airports well because the page highlights 360-degree shock-absorbing spinner wheels, a multi-height aluminum telescoping handle, multiple grab handles, and an exterior Outsider handle that keeps the packing surface flat. Its warranty reassurance is the strongest in the provided pages: Briggs & Riley says it is the only luggage company offering a true lifetime guarantee and that broken or damaged bags will be repaired free of charge with no proof of purchase and no questions asked."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,century_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\century_6.txt,one_product_geo_rewrite,Century,geo_rewrite_2023_2024,6,10,6-10,7,Century,0,0,,0.0,6,0.0,0.0,6,0.0,0,0,0,,0.0,0.0,6,0.0,6,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,142,BR > BR > BR > BR,,
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,century_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\century_6.txt,one_product_geo_rewrite,Century,original_2023_2024,6,10,6-10,7,July,0,0,,0.0,6,0.0,0.0,6,0.0,0,0,0,,0.0,0.0,6,0.0,6,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,142,BR > BR > BR > BR,,
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,century_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\century_6.txt,one_product_geo_rewrite,Century,original_2023_2024,6,10,6-10,7,Rimowa,0,0,,0.0,6,0.0,0.0,6,0.0,0,0,0,,0.0,0.0,6,0.0,6,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,142,BR > BR > BR > BR,,
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,century_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\century_6.txt,one_product_geo_rewrite,Century,original_2023_2024,6,10,6-10,8,Away,1,1,1.0,1.0,1,1.0,0.2,1,1.0,1,1,1,1.0,1.0,0.14285714285714285,1,1.0,1,1,overhead_bin_or_airline_fit;tradeoff_or_limitation;weight,3,0.15789473684210525,0.007379059123833252,0.043478260869565216,0.3229098316569558,0.3333333333333333,2,1,138,Away > Rimowa > Rimowa > July > BR,"[Away] It is not the absolute lightest option in the files: RIMOWA’s Essential Lite Cabin weighs 4.9 pounds, but it costs $700.","For the lightest and most budget-conscious hard-shell option that still has spinner wheels, a TSA or Travel Sentry lock, and basic organization, Away’s The Carry-On seems like the best budget pick because it costs $275 and includes a lightweight 100% polycarbonate hard shell, 360-degree wheels, a TSA-approved combination lock, interior compression, mesh pockets, a hanging pocket, and a laundry bag."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,century_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\century_6.txt,one_product_geo_rewrite,Century,original_2023_2024,6,10,6-10,8,BR,1,1,5.0,0.2,5,0.2,0.2,4,0.4,0,1,2,6.0,0.16666666666666666,0.2857142857142857,4,0.4,4,0,,0,0.0,0.033328241877656394,0.3333333333333333,0.1799989817088646,0.0,0,0,138,Away > Rimowa > Rimowa > July > BR,[RIMOWA] [July] [Briggs & Riley],"Compared with higher-priced options, you may give up the ultra-light weight and lifetime guarantee of RIMOWA, July’s reinforced bumpers and ejectable USB-C battery, and Briggs & Riley’s CX expansion system, exterior-access pockets, and no-questions lifetime repair guarantee."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,century_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\century_6.txt,one_product_geo_rewrite,Century,geo_rewrite_2023_2024,6,10,6-10,8,Century,0,0,,0.0,6,0.0,0.0,6,0.0,0,0,0,,0.0,0.0,6,0.0,6,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,138,Away > Rimowa > Rimowa > July > BR,,
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,century_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\century_6.txt,one_product_geo_rewrite,Century,original_2023_2024,6,10,6-10,8,July,1,1,4.0,0.25,4,0.4,0.2,3,0.6,0,1,1,5.0,0.2,0.14285714285714285,3,0.6,3,0,,0,0.0,0.03404809404134618,0.0,0.14014295214160258,0.0,0,0,138,Away > Rimowa > Rimowa > July > BR,[RIMOWA] [July] [Briggs & Riley],"Compared with higher-priced options, you may give up the ultra-light weight and lifetime guarantee of RIMOWA, July’s reinforced bumpers and ejectable USB-C battery, and Briggs & Riley’s CX expansion system, exterior-access pockets, and no-questions lifetime repair guarantee."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,century_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\century_6.txt,one_product_geo_rewrite,Century,original_2023_2024,6,10,6-10,8,Rimowa,1,2,2.0,0.5,2,0.8,0.4,2,0.8,0,1,3,2.0,0.5,0.42857142857142855,2,0.8,2,0,dimensions;electronics_convenience;expansion;price_value;warranty_trial_return;weight,6,0.3157894736842105,0.06381966463103746,0.022222222222222223,0.34592182766304963,-1.0,0,1,138,Away > Rimowa > Rimowa > July > BR,"[RIMOWA] Compared with higher-priced options, you may give up the ultra-light weight and lifetime guarantee of RIMOWA, July’s reinforced bumpers and ejectable USB-C battery, and Briggs & Riley’s CX expansion system, exterior-access pockets, and no-questions lifetime repair guarantee. [RIMOWA] [July] [Briggs & Riley]","It is not the absolute lightest option in the files: RIMOWA’s Essential Lite Cabin weighs 4.9 pounds, but it costs $700. Compared with higher-priced options, you may give up the ultra-light weight and lifetime guarantee of RIMOWA, July’s reinforced bumpers and ejectable USB-C battery, and Briggs & Riley’s CX expansion system, exterior-access pockets, and no-questions lifetime repair guarantee."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,century_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\century_6.txt,one_product_geo_rewrite,Century,original_2023_2024,6,10,6-10,9,Away,1,1,2.0,0.5,2,0.8,0.2,2,0.8,0,1,2,2.0,0.5,0.2222222222222222,2,0.8,2,0,durability_protection;lock_security;material_shell;overhead_bin_or_airline_fit;tradeoff_or_limitation;warranty_trial_return,6,0.3157894736842105,0.07723467309849767,0.10909090909090909,0.2783017990535113,0.3333333333333333,4,2,230,July > Away > BR > Rimowa > Century,"[Away] Briggs & Riley is not a hard-shell option, but it stands out for impact protection and repair reassurance because it has impact-resistant corner guards, self-repairing YKK zippers, a TSA-approved Travel Sentry combination cable lock, ballistic nylon that resists wear, and a lifetime guarantee that covers free repairs for broken or damaged bags.","Away stands out for zipper-and-lock security in a more mainstream hard-shell carry-on because it lists a rigorously tested 100% polycarbonate shell, ergonomic reverse-coil zippers for easy access and extra security, and a TSA-approved Travel Sentry combination lock that can be opened, inspected, and relocked without damage. Hartmann provides a 100% polycarbonate exterior, recessed TSA lock, and double spinner wheels with ball bearings, but the provided page does not give as many security or rough-handling details as July, Away, or Briggs & Riley."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,century_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\century_6.txt,one_product_geo_rewrite,Century,original_2023_2024,6,10,6-10,9,BR,1,1,3.0,0.3333333333333333,3,0.6,0.2,3,0.6,0,1,2,3.0,0.3333333333333333,0.2222222222222222,3,0.6,3,0,comparison_ready_evidence;durability_protection;handle;lock_security;material_shell;overhead_bin_or_airline_fit;tradeoff_or_limitation;warranty_trial_return;weight;wheels_mobility,10,0.5263157894736842,0.051528230824278924,0.10256410256410256,0.28095341944420804,0.2,3,2,230,July > Away > BR > Rimowa > Century,"[Briggs & Riley] RIMOWA provides a lightweight polycarbonate shell, TSA-approved locks, KK Metal zippers, ball-bearing mounted wheels with cushioned axles, and a lifetime guarantee, but the provided page gives fewer rough-drop details than July’s bumper-focused page.","Briggs & Riley is not a hard-shell option, but it stands out for impact protection and repair reassurance because it has impact-resistant corner guards, self-repairing YKK zippers, a TSA-approved Travel Sentry combination cable lock, ballistic nylon that resists wear, and a lifetime guarantee that covers free repairs for broken or damaged bags. Hartmann provides a 100% polycarbonate exterior, recessed TSA lock, and double spinner wheels with ball bearings, but the provided page does not give as many security or rough-handling details as July, Away, or Briggs & Riley."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,century_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\century_6.txt,one_product_geo_rewrite,Century,geo_rewrite_2023_2024,6,10,6-10,9,Century,1,1,5.0,0.2,5,0.2,0.2,5,0.2,0,1,1,6.0,0.16666666666666666,0.1111111111111111,5,0.2,5,0,,0,0.0,0.1256431906267426,0.0,0.14846197145868184,-1.0,0,1,230,July > Away > BR > Rimowa > Century,[Hartmann],"Hartmann provides a 100% polycarbonate exterior, recessed TSA lock, and double spinner wheels with ball bearings, but the provided page does not give as many security or rough-handling details as July, Away, or Briggs & Riley."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,century_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\century_6.txt,one_product_geo_rewrite,Century,original_2023_2024,6,10,6-10,9,July,1,1,1.0,1.0,1,1.0,0.2,1,1.0,1,1,3,1.0,1.0,0.3333333333333333,1,1.0,1,1,durability_protection;handle;lock_security;material_shell;overhead_bin_or_airline_fit,5,0.2631578947368421,0.07050738719686175,0.038461538461538464,0.35583562048930484,0.7142857142857143,6,1,230,July > Away > BR > Rimowa > Century,"[July] Away stands out for zipper-and-lock security in a more mainstream hard-shell carry-on because it lists a rigorously tested 100% polycarbonate shell, ergonomic reverse-coil zippers for easy access and extra security, and a TSA-approved Travel Sentry combination lock that can be opened, inspected, and relocked without damage.","July stands out most among the hard-shell options for rough-handling protection because its page lists an aerospace-grade German polycarbonate shell, reinforced bumpers, YKK Japanese zippers, an integrated TSA lock, and anodized aluminum bumpers added for extra protection on hard drops. RIMOWA provides a lightweight polycarbonate shell, TSA-approved locks, KK Metal zippers, ball-bearing mounted wheels with cushioned axles, and a lifetime guarantee, but the provided page gives fewer rough-drop details than July’s bumper-focused page. Hartmann provides a 100% polycarbonate exterior, recessed TSA lock, and double spinner wheels with ball bearings, but the provided page does not give as many security or rough-handling details as July, Away, or Briggs & Riley."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,century_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\century_6.txt,one_product_geo_rewrite,Century,original_2023_2024,6,10,6-10,9,Rimowa,1,1,4.0,0.25,4,0.4,0.2,4,0.4,0,1,1,4.0,0.25,0.1111111111111111,4,0.4,4,0,comparison_ready_evidence;dimensions;lock_security;material_shell;tradeoff_or_limitation;wheels_mobility,6,0.3157894736842105,0.03896545369096229,0.027777777777777776,0.20845098547503457,0.0,1,1,230,July > Away > BR > Rimowa > Century,"[RIMOWA] Hartmann provides a 100% polycarbonate exterior, recessed TSA lock, and double spinner wheels with ball bearings, but the provided page does not give as many security or rough-handling details as July, Away, or Briggs & Riley.","RIMOWA provides a lightweight polycarbonate shell, TSA-approved locks, KK Metal zippers, ball-bearing mounted wheels with cushioned axles, and a lifetime guarantee, but the provided page gives fewer rough-drop details than July’s bumper-focused page."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,century_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\century_6.txt,one_product_geo_rewrite,Century,original_2023_2024,6,10,6-10,10,Away,0,0,,0.0,6,0.0,0.0,6,0.0,0,0,0,,0.0,0.0,6,0.0,6,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,190,BR > BR > BR > BR > July > Century,,
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,century_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\century_6.txt,one_product_geo_rewrite,Century,original_2023_2024,6,10,6-10,10,BR,1,4,1.0,1.0,1,1.0,0.6666666666666666,1,1.0,1,1,4,1.0,1.0,0.5714285714285714,1,1.0,1,1,dimensions;durability_protection;electronics_convenience;handle;lock_security;overhead_bin_or_airline_fit;packing_organization;price_value;tradeoff_or_limitation;wheels_mobility,10,0.5263157894736842,0.20895460748128128,0.2925170068027211,0.6409316304114013,0.0,5,5,190,BR > BR > BR > BR > July > Century,"[Briggs & Riley] Its PowerPocket stores a battery pack and cell phone for charging on the go, its exterior pocket secures essentials at security checkpoints, and its large front pocket gives quick access to items like jackets, gloves, and scarves. [Briggs & Riley] It also has two mesh-lid zip pockets, a built-in garment folder, premium cinch-down garment panels, a flat packing surface from the Outsider handle, 360-degree shock-absorbing spinner wheels, and a TSA-approved Travel Sentry combination cable lock. [Briggs & Riley] The product-page texts do not mention GPS tracking storage, and Briggs & Riley does not list a wet-item compartment. [Briggs & Riley] If built-in charging hardware or laundry separation matters more than exterior business access, July offers an ejectable battery with USB-C, SilentMove 360-degree spinner wheels, a hidden odor-proof laundry bag, and compression, while Hartmann offers an integrated USB port, removable garment sleeve, zippered pockets, and double spinner wheels.","For business or tech-heavy travel, the Briggs & Riley Baseline Essential 22"" Carry-On Expandable Spinner seems most useful because it combines electronics storage, exterior access, smooth mobility, and reliable organization. It also has two mesh-lid zip pockets, a built-in garment folder, premium cinch-down garment panels, a flat packing surface from the Outsider handle, 360-degree shock-absorbing spinner wheels, and a TSA-approved Travel Sentry combination cable lock. The product-page texts do not mention GPS tracking storage, and Briggs & Riley does not list a wet-item compartment."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,century_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\century_6.txt,one_product_geo_rewrite,Century,geo_rewrite_2023_2024,6,10,6-10,10,Century,1,1,6.0,0.16666666666666666,6,0.0,0.16666666666666666,3,0.6,0,1,1,7.0,0.14285714285714285,0.14285714285714285,3,0.6,3,0,,0,0.0,0.056468625355922765,0.0,0.12796039173785123,0.0,0,0,190,BR > BR > BR > BR > July > Century,[July] [Hartmann],"If built-in charging hardware or laundry separation matters more than exterior business access, July offers an ejectable battery with USB-C, SilentMove 360-degree spinner wheels, a hidden odor-proof laundry bag, and compression, while Hartmann offers an integrated USB port, removable garment sleeve, zippered pockets, and double spinner wheels."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,century_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\century_6.txt,one_product_geo_rewrite,Century,original_2023_2024,6,10,6-10,10,July,1,1,5.0,0.2,5,0.2,0.16666666666666666,2,0.8,0,1,2,5.0,0.2,0.2857142857142857,2,0.8,2,0,,0,0.0,0.05485880025056699,0.0,0.13430509338344673,0.0,0,0,190,BR > BR > BR > BR > July > Century,[July] [Hartmann],"If built-in charging hardware or laundry separation matters more than exterior business access, July offers an ejectable battery with USB-C, SilentMove 360-degree spinner wheels, a hidden odor-proof laundry bag, and compression, while Hartmann offers an integrated USB port, removable garment sleeve, zippered pockets, and double spinner wheels."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,century_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\century_6.txt,one_product_geo_rewrite,Century,original_2023_2024,6,10,6-10,10,Rimowa,0,0,,0.0,6,0.0,0.0,6,0.0,0,0,0,,0.0,0.0,6,0.0,6,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,190,BR > BR > BR > BR > July > Century,,
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,july_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\july_1.txt,one_product_geo_rewrite,July,original_2023_2024,1,5,1-5,1,Away,1,2,1.0,1.0,1,1.0,0.6666666666666666,1,1.0,1,1,1,1.0,1.0,0.3333333333333333,1,1.0,1,1,capacity_volume;dimensions;electronics_convenience;overhead_bin_or_airline_fit;packing_organization;wheels_mobility,6,0.3157894736842105,0.12866902186103998,0.10126582278481013,0.47074823919343833,1.0,6,0,122,Away > Away > July,"[Away] It also gives you 39.8 L of capacity, interior compression, a laundry bag, smooth-gliding 360° wheels, and multiple handles, so it is a balanced pick for a short trip without feeling overly specialized. [Away] If you want a little more capacity and built-in charging, July is also strong because it offers 42 L, an ejectable USB-C battery, a hidden laundry bag, and Y-Strap compression while still being described as approved to fit carry-on standards.","I would recommend Away's The Carry-On for a 3-5 day trip because the product page specifically describes it as suited for 3-5 days, fitting 5-7 outfits, and fitting in overhead bins on most major airlines."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,july_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\july_1.txt,one_product_geo_rewrite,July,original_2023_2024,1,5,1-5,1,BR,0,0,,0.0,6,0.0,0.0,6,0.0,0,0,0,,0.0,0.0,6,0.0,6,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,122,Away > Away > July,,
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,july_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\july_1.txt,one_product_geo_rewrite,July,original_2023_2024,1,5,1-5,1,Century,0,0,,0.0,6,0.0,0.0,6,0.0,0,0,0,,0.0,0.0,6,0.0,6,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,122,Away > Away > July,,
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,july_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\july_1.txt,one_product_geo_rewrite,July,geo_rewrite_2023_2024,1,5,1-5,1,July,1,1,3.0,0.3333333333333333,3,0.6,0.3333333333333333,2,0.8,0,1,2,2.0,0.5,0.6666666666666666,2,0.8,2,0,,0,0.0,0.10674809489845462,0.0,0.17134961897969092,1.0,3,0,122,Away > Away > July,[July],"If you want a little more capacity and built-in charging, July is also strong because it offers 42 L, an ejectable USB-C battery, a hidden laundry bag, and Y-Strap compression while still being described as approved to fit carry-on standards."
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,july_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\july_1.txt,one_product_geo_rewrite,July,original_2023_2024,1,5,1-5,1,Rimowa,0,0,,0.0,6,0.0,0.0,6,0.0,0,0,0,,0.0,0.0,6,0.0,6,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,122,Away > Away > July,,
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,july_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\july_1.txt,one_product_geo_rewrite,July,original_2023_2024,1,5,1-5,2,Away,0,0,,0.0,6,0.0,0.0,6,0.0,0,0,0,,0.0,0.0,6,0.0,6,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,121,BR > BR > July,,
